name,hard_hitter,sr,rbw
HK Matthews,1.1612903225806452,151.61290322580646,0.4583333333333333
NR Sciver-Brunt,1.1111111111111112,127.77777777777777,0.23076923076923078
MC Patel,0.8888888888888888,111.11111111111111,0.2857142857142857
H Kaur,1.8666666666666667,216.66666666666666,0.5625
AC Kerr,1.25,187.5,0.8823529411764706
P Vastrakar,1.5,187.5,0.6
IECM Wong,6.0,600.0,
D Hemalatha,0.6956521739130435,126.08695652173914,0.65
